PC1,PC2,Weekly_Sales
-0.012400517567328696,0.16101077585771645,1495064.75
-0.2981309335663826,-0.20321117373811753,1614259.35
-0.5317238579723398,-0.3325809859625843,1559889.0
-0.6611666991916123,-0.3942812056428621,1564819.81
-0.6737152787867671,-0.3431895028662605,1455090.69
-0.7067391256025108,0.005531919651410768,1629391.28
-0.8860369010558828,-0.4783435981669212,1604775.58
-0.7446248170928383,-0.13180016707127412,1428218.27
-0.7115136549227288,-0.6050579900470847,1466046.67
-0.6492678656030197,-0.86048719966659,1635078.41
-0.5553202172796678,-0.8827336052462688,1588948.32
-0.5842726605744682,-1.0321369446120066,1532114.86
-0.5006053412213826,-0.9062930927912571,1438830.15
-0.05320487364275934,-1.0798454453401245,1488538.09
-0.01479629796575546,-1.0925919169206888,1534849.64
-0.18650295481622672,-1.1990652593941524,1455119.97
-0.24918536912677938,-1.0646484762723885,1396926.82
-0.3124934001623679,-1.1056026178624334,1352219.79
-0.3955263917754611,-1.317094262646556,1624383.75
-0.33271278169845553,-1.2794785882192696,1525147.09
-0.22342241755142056,-1.2489441139738953,1530761.43
-0.16357020820603693,-1.161052353274047,1464693.46
-0.18301452348197414,-1.1511395777973967,1550229.22
0.3717234861651286,2.2680451995317026,1540471.24
-0.08975774944174592,-0.7889177683330988,1514259.78
0.0003780140142914177,-0.5949178825163023,1380020.27
0.037139788936189216,-0.7641660572861053,1394561.83
0.09679294810152944,-0.26511340968950464,1630989.95
0.03164135994292014,-0.3597023495001359,1493525.93
0.03015826881305452,0.014006911290233409,1502562.78
-0.05866329379768081,-0.10363379622049834,1445249.09
0.1429411245918568,0.41583019350852085,1697229.58
0.10311755581369209,0.23584553129658842,1594938.89
0.011685773069023927,0.10782524514457843,1539483.7
0.5028489921803478,3.093822096932402,2033320.66
0.3144380968397867,0.7108374862862552,1584083.95
0.3725419935902831,0.9428837649019821,1799682.38
0.22615830561817035,0.6105116789069945,1881176.67
0.3156954851704105,0.7773990801318275,2270188.99
0.7237149535833574,3.8275438298791893,1497462.72
-0.5485800862648311,0.9056060205112269,1550369.92
-0.6968888876953275,0.9466470520190304,1459601.17
-0.8019888992833497,0.7033776407577521,1394393.84
-0.844756802826178,0.7035061222169484,1319325.59
-0.9799729553630095,0.6134933529054973,1636339.65
-0.5239498259188369,3.890993005380981,1802477.43
-1.0357976788372647,1.1417516938023047,1819870.0
-1.2999644911043313,0.6254364702452554,1539387.83
-1.4789549447369403,0.4783622924418699,1688420.76
-1.5242170666676589,0.5905884245916092,1675431.16
-1.7165150369856217,0.3385685023333571,1677472.78
-1.8113172802075415,0.29482692293390583,1511068.07
-1.9197444403733186,0.22980285554576343,1649604.63
-2.324092340952546,0.1733241159150254,1899676.88
-2.3140179924495956,0.23744400088787165,1621031.7
-2.269251786048565,0.3413739470509423,1521577.87
-2.2043691749577046,0.31625857382676076,1468928.37
-2.2543848254577368,-0.05861858752083314,1684519.99
-2.158366102180295,0.016669298195823228,1611096.05
-2.03622295894422,0.16443667310932028,1595901.87
-2.0527114461095888,-0.14965718313596513,1555444.55
-1.9883939265257944,-0.1884911514879427,1624477.58
-1.9322432015320976,-0.20922430144725357,1697230.96
-1.8754699084147326,-0.26168024215829044,1630607.0
-1.8074884677728205,-0.22204741995370714,1527845.81
-1.8345716133920458,-0.5155451268588824,1540421.49
-2.0533304587432486,-0.3030956265865011,1769854.16
-2.028842591811139,-0.09990588913150988,1527014.04
-2.148635022585633,-0.24053995966878933,1497954.76
-2.304197575885305,-0.32957563668433876,1439123.71
-2.3695719295307094,-0.4817164541130409,1631135.79
-2.451850829844261,-0.4258469844316473,1592409.97
-2.5568220069399765,-0.4048627701784992,1597868.05
-2.529355516625137,-0.07307263325399384,1494122.38
-2.612729775110503,-0.19078177874569976,1582083.4
-2.3958971068568533,2.558918448922354,1661767.33
-2.6676999510733475,0.07669144741835532,1517428.87
-2.623956404146776,0.3137543479114262,1506126.06
-2.6750926368505454,0.04087266748345392,1437059.26
-3.0086720462437935,0.47947463142065755,1670785.97
-2.9328650591310157,0.7348749990410155,1573072.81
-3.004654399121513,0.5144940109732885,1508068.77
-2.9141989394767114,0.4529494061582909,1493659.74
-2.4232251232891193,0.6686353276869553,2136989.46
-2.736589778818656,3.610052478379185,2137809.5
-2.4737335412827917,0.6969611698229863,2124451.54
-2.3405925010267357,0.42659139260705514,1865097.27
-2.2454530475885703,0.3818777137231015,1991013.13
-2.0745141240172513,-0.056742397256237004,1990483.78
-2.0653713285056803,0.0656463599312194,1946070.88
-2.113802824734009,0.19655360441582617,1750197.81
-1.9082294952112515,-0.2911858308159555,2066187.72
-1.8488245364864844,-0.38894415138246774,1954689.21
-1.7909956988803681,-0.5063869571969742,1874957.94
-1.84660817765706,-0.38283527762998654,1821990.93
-1.8513257128183898,-0.4635011069744007,1802450.29
-1.7427299191122505,-0.6475088911360845,2042581.71
-1.6971978994434391,-0.7335987027385263,1880752.36
-1.6764486728476258,-0.7879567702196902,1896937.1
-1.6510598217902501,-1.044105999528508,1957113.89
-1.6717070543457313,-1.0627257136351236,2102539.93
-1.6613013339875082,-1.119967778700046,2025538.76
-1.6732904967713278,-1.2216936527612605,2001636.96
-1.6644266181828373,-1.2448422316181855,1939927.09
-1.6048030070986883,-1.0782696934844906,2003940.64
-1.6556825278588136,-1.0756848083517203,1880902.62
-1.650087281661814,-1.1912372646416087,1845879.79
-1.6241632310431189,-1.2853862886320508,1781717.71
-1.612111404798942,-1.1046593632629509,1804246.16
-1.542836624179994,-1.355278096443755,1991909.98
-1.4492529647352903,-1.3308595437986068,1895601.05
-1.4926183879989599,-1.3170573300315376,1964335.23
-1.5705723718727655,-1.2511017125350579,1863840.49
-1.6858115216810368,-1.0282957221339375,1904608.09
-2.0208849717674746,1.950708046903223,1839128.83
-1.678319439421002,-1.0379204203767396,1793903.6
-1.6189829082237428,-1.0246866541285575,1724557.22
-1.8332129290009052,-0.5050907700273651,1827440.43
-1.8526710917411848,-0.2469282233609167,1849921.44
-1.7071169829347654,-0.35570114000148345,1794355.49
-1.664548131642377,-0.46826398684143633,1737947.64
-1.6940739538213436,-0.37097735907874,1802755.11
-1.8135623443563231,-0.014334596607477998,1939061.41
-1.7384981580574743,-0.09081954233674844,1916812.74
-1.7992610567982863,0.28034587624214236,1956739.17
-2.0138159026375173,2.6254299866767794,2658725.29
-1.9324021221334424,0.33367237805542227,2015781.27
-1.8274502611687893,0.48959035290083186,2378726.55
-1.7810266194984126,0.4005929471075414,2609166.75
-1.733274272677323,0.29812489471281506,3436007.68
-1.977416412757503,3.274824228756719,1750434.55
-1.5539342766011015,0.5498434261816952,1758050.79
-1.6669189036603989,1.0450801240201213,1744193.58
-1.4825102992064083,0.703278690759763,1751384.9
-1.4230636962703156,0.6556838727735811,1695371.68
-1.4485481471758699,0.8623457433660715,1929346.23
-1.6976994534423895,3.9531251220419867,2168041.61
-1.0690037334333455,0.057556272364666775,2080884.82
-0.9717358684882714,-0.05821602086132058,1833511.08
-0.6900121404093675,0.07800655089028657,1981607.78
-0.49505888756098565,0.30092826419305024,1879107.31
-0.3182014817311301,-0.09736814798994825,1902557.66
-0.22553680928909633,-0.38923869299796116,1766162.05
-0.1934900810629574,0.2311012271357177,1800171.36
0.08814147808436541,-0.25073449327030417,1847552.61
0.29502336940124846,-0.3490823586320432,1856467.84
0.39628635974167387,-0.33998982551326307,1886339.6
0.42120696864960566,-0.3265771073586634,1745545.28
0.4775844731713758,0.005299452444915834,1837743.6
0.6372115584218593,-0.5440108435679134,1838513.07
0.5328559349753905,-0.23617390894275983,1688281.86
0.4542240834318833,-0.6355149957286624,1797732.56
0.38853129955683413,-0.9239345300105558,1933756.21
0.29747820667688524,-0.9454193872827809,1929153.16
0.31222439876804026,-1.079246454079341,1953771.99
0.2569257065328439,-1.018151978158447,1790925.8
0.2630600662002677,-1.0192329689557935,1866243.0
0.2437603975191236,-1.1006289900031574,1853161.99
0.396243574398549,-1.1885824980140796,1785187.29
0.493216046166833,-1.1663671506390632,1743816.41
0.5480833963766099,-1.1953593468796129,1680693.06
0.5951933306762461,-1.3315096713245358,1876704.26
0.5274379230213792,-1.254563793534282,1812768.26
0.41348264123178696,-1.1789143441690877,1844094.59
0.3905656022035605,-1.201376896359069,1821139.91
0.40282406101759044,-1.1649869431406559,1809119.7
0.01373398751772976,2.1948643775036705,1748000.65
0.3086834490866795,-0.7002095719993316,1691439.52
0.24588916498769597,-0.5498367039325665,1669299.78
0.18204267622157053,-0.6455356801953421,1650394.44
0.4360205929220786,-0.1968412490156744,1837553.43
0.4845473399181758,-0.26000402205613066,1743882.19
0.5254170889884526,0.04680994182434645,1834680.25
0.5858673063614777,-0.004442941578897086,1769296.25
0.4443907647200332,0.43868542872039623,1959707.9
0.46531935547359654,0.2838680762357503,1920725.15
0.5391805243995715,0.17815268211974178,1902762.5
0.13681306250314604,3.2904967277431942,2614202.3
0.29269122933886843,0.7575209505388549,1954952.0
0.23233628096536005,1.0613377306811993,2290549.32
0.3560581266042072,0.7149432518446001,2432736.52
0.2842735433760978,0.8682469386573374,3224369.8
0.021724888332219878,3.8269345159567214,1874226.52
0.7498270374290767,0.9595001351783866,1799520.14
0.8945016980676871,0.9969389076999515,1744725.48
0.9791148587598305,0.7586690358891671,1711769.11
1.0059094853662711,0.8124588749756557,1660906.14
1.1572923231755299,0.6159421036693349,1935299.94
0.8547001555861176,3.831041021319848,2103322.68
1.251799277974104,1.1051043987937874,2196688.46
1.4559971939372183,0.6549554673440595,1861802.7
1.623777427629325,0.48574572516312164,1952555.66
1.682565403952827,0.5637814433836998,1937628.26
1.85654531333311,0.2907223778906208,1976082.13
1.9359910818762567,0.27891625606426135,1790439.16
2.0491242552979303,0.16177942449387656,1857480.84
2.2894747063734835,0.13224523215784573,2129035.91
2.2959410466686965,0.14963969501689556,1935869.1
2.2596767306186747,0.2526849436337119,1847344.45
2.205977025501066,0.19123379173774488,1764133.09
2.2384177152102933,-0.2093225860385116,1923957.09
2.1389054826394744,-0.08600712237909247,1917520.99
2.0409051922576125,0.025016810679759343,2000940.67
2.032474931481067,-0.2669242828005506,1912791.09
1.9608036298987306,-0.2743662705426195,1910092.37
1.904045519490841,-0.2869751966747381,2010216.49
1.853662558951273,-0.3650891876522221,1962924.3
1.8064725629099212,-0.3835926884322716,1887733.21
1.7962587050803442,-0.6049523693033271,1881046.12
2.010936844941808,-0.4428843972102936,2041507.4
2.0077932505214022,-0.27132568789326456,1830075.13
2.1107067153837464,-0.40088716510050315,1819666.46
2.265147799653548,-0.5341772720447866,1757923.88
2.3212051610298454,-0.6967639429879163,1946104.64
2.3990328162282237,-0.6265050796287428,1866719.96
2.4636395031086407,-0.465392780001361,1928016.01
2.455542633961031,-0.1279728835328504,1876788.15
2.559527372631364,-0.365784221009538,1947083.3
2.461897835268942,2.2905015319919095,1898777.07
2.620614251551195,-0.0710158736656562,1814806.63
2.600251003126374,0.13842900561715213,1829415.67
2.6523009949801004,-0.20767025363802905,1746470.56
2.8880284780895096,0.2733095228291526,1998321.04
2.7931311929413187,0.6736264393700531,1900745.13
2.8691855602875367,0.3745852792901236,1847990.41
2.7819453755840056,0.3036652042865494,1834458.35
-2.164096228152868,0.8219366746422211,461622.22
-2.493207950603162,3.575804986153771,420728.96
-2.1833635199168233,0.7688608376013968,421642.19
-2.030673154963135,0.5198226866618254,407204.86
-1.929951720648404,0.4661853462207332,415202.04
-1.6909751129554271,-0.03220277501501688,384200.69
-1.698483607458902,0.08651439772526343,375328.59
-1.7739115814139659,0.24214553232940852,359949.27
-1.6336579402671108,-0.17379687781057895,423294.4
-1.5551253504184308,-0.30816479917356954,415870.28
-1.546481556542613,-0.2675384397731114,354993.26
-1.5532862868370851,-0.31250199740679835,339976.65
-1.5355147661656636,-0.4303476917198848,361248.39
-1.4158757304184795,-0.5971982900556186,399323.86
-1.3249318323993204,-0.7822109478276984,384357.94
-1.343572644805291,-0.6990058098553755,343763.17
-1.3342165148741474,-0.8175373063269996,350089.23
-1.3611087625099203,-0.7960832373893484,396968.8
-1.300578809746461,-0.9559294976783642,355017.09
-1.3130839282564655,-1.0232300674884482,364076.85
-1.3052071382882517,-1.0433653612131055,357346.48
-1.3348843926371066,-0.9730660235527185,381151.72
-1.393085756572168,-0.9536331685114103,349214.18
-1.3707681223074206,-1.079135632241891,352728.78
-1.388079358377734,-1.0222063404146993,352864.49
-1.3526580464300562,-0.9558481892451705,347955.05
-1.2927881809259332,-1.1010335298433054,402635.76
-1.1639534124512259,-1.1804435999897476,339597.38
-1.1808536246413124,-1.2428655936939557,351728.21
-1.276224313219003,-1.1481790744841205,362134.09
-1.3700948467671399,-1.0478485630235754,366473.97
-1.8124346866892067,1.9699219400705195,352260.97
-1.3990513167770577,-0.9601540052002236,363064.64
-1.4364474086663852,-0.6911372331328731,355626.87
-1.7716354157997367,-0.6242788008557733,358784.1
-1.8448103117643255,-0.29736318026150904,395107.35
-1.6784651082690427,-0.43675321031403924,345584.39
-1.6301880467359238,-0.5303311115353331,348895.98
-1.6270935519073237,-0.5470621410285393,348591.74
-1.8197073737842682,-0.09308495521983924,423175.56
-1.7675821088992745,-0.08715045226964901,386635.03
-1.8238084286214633,0.15390082567033517,372545.32
-2.048865599487269,2.462786420569401,565567.84
-2.0145470453272547,0.3423518726892971,476420.77
-1.9168621142136186,0.4530989333807425,467642.03
-1.8743184920431624,0.394986258637799,498159.39
-1.763220076943007,0.14837710215102895,605990.41
-2.1269432857176875,3.192999125330933,382677.76
-1.707441740663125,0.3338339891313412,378241.34
-1.848543701701975,0.7595626681534373,381061.1
-1.6455665269423676,0.4780734574449602,350876.7
-1.6369240181613884,0.5956933313789253,364866.24
-1.6600798211311707,0.7507567454793235,438516.53
-1.970925914801182,3.7365913802752706,430526.21
-1.2079868484235545,0.004795703236598009,432782.1
-1.0359730120324064,-0.27139484020723054,397211.19
-0.762265997062963,-0.16616895189006875,437084.51
-0.5805121257662801,0.019457241269032453,404753.3
-0.3592739568634442,-0.37566511794120555,392109.51
-0.28022428483695083,-0.5347651215371467,380683.67
-0.28709880794717507,-0.3330473343949398,374556.08
-0.06312218582868606,-0.5185128631184586,384075.31
0.17789911631642522,-0.6843250740684987,366250.69
0.2995958231181381,-0.7335202282235738,391860.04
0.3599150782105441,-0.814039472958089,367405.4
0.3333767062842492,-0.35918627034949707,413042.12
0.5392305586029158,-0.8653363050680547,386312.68
0.44081404409268127,-0.675340879263747,364603.13
0.41563781412974454,-1.1002948606988707,369350.6
0.27263940227246,-1.0969252247588954,394507.84
0.18619008447951207,-1.130000600682517,391638.75
0.20458071113081064,-1.235794182821764,403423.34
0.12814695050966454,-1.1277981293760224,385520.71
0.06664687397084271,-1.121649942443895,368962.72
0.03100060507374388,-1.1271138011086559,395146.24
0.19197556760638582,-1.2191198846390923,373454.33
0.276310578728028,-1.1767411355526753,360617.37
0.356960139669139,-1.2698744599703802,345381.29
0.37451312878525306,-1.2862393733049802,409981.25
0.333900935588206,-1.3005842922333608,380376.85
0.23124209832916004,-1.2682271302637338,379716.91
0.18789014785977204,-1.2245009913143903,366367.55
0.23555797874982334,-1.2942125588843956,375988.69
-0.23585675484404792,1.9273110056027225,377347.49
0.16121692130714313,-1.0115528975267654,375629.51
0.07389567812724082,-0.8209397587006809,365248.94
0.027849021050908473,-0.9132037632945522,368477.93
0.3020165558049899,-0.3717115714315775,403342.4
0.30035260862853186,-0.26817920251869026,368282.57
0.3345440968665213,-0.03518557737271498,394976.36
0.4178364806708396,-0.12884846419187487,389540.62
0.17749775487900415,0.46136410371594566,459443.22
0.20126884051727595,0.35398983196865674,407764.25
0.2875644180530074,0.2541156951751051,398838.97
-0.05136896670760266,2.9249332025311707,556925.19
0.028973615095990054,0.7310713893118442,472511.32
-0.05651168429117981,1.025719725273045,468772.8
0.13506384973491037,0.6066046018854346,510747.62
0.019901132658397155,0.8432669125447038,551221.21
-0.3881818860945924,3.9571615459067293,410553.88
0.5420997140759408,1.0735052158049259,398178.21
0.6854984217791653,1.0995505116835727,367438.62
0.7866217630809998,0.8888163028672315,365818.61
0.8609004894451836,0.7991196362589954,349518.1
0.9834792188990698,0.7340633398088503,424960.66
0.5556091896482651,3.967423554331342,473292.47
1.0773847816588427,1.0741052305188716,475591.08
1.3040598719931622,0.6977907181565566,418925.47
1.4543923900554032,0.6247713967974978,469752.56
1.5152919439151111,0.6770649883939293,445162.05
1.6770305270220809,0.5154127591726383,411775.8
1.7988631355622353,0.3888380488636188,413907.25
1.9323304007555928,0.24698446102288993,407488.84
2.267344736265924,0.1443832725284694,503232.13
2.2744361835502995,0.15656022182421794,420789.74
2.250703352903068,0.19883477124472765,434822.13
2.205391002028614,0.14102474531177664,394616.11
2.2449420230146884,-0.15259189450804145,439913.57
2.0986897347078037,0.06885122070120032,431985.36
1.978212836508168,0.21371920746736134,418112.76
2.0065979996126133,-0.08591510080705184,413701.29
1.9870521154380592,-0.2269225037792628,432268.53
1.9286135561373396,-0.22726360800973838,446336.8
1.9127102530202427,-0.36980652031369055,442074.79
1.8249831484637355,-0.2667653086705235,419497.95
1.8250225066022796,-0.44293603386847075,422965.33
2.0915527247505947,-0.12009525215491726,411206.5
2.1174624810954485,-0.07846906580861039,416913.1
2.170095969507425,-0.03874044512786605,432424.85
2.3546713922029943,-0.22304069568602555,389427.9
2.3977734205762644,-0.3030254068923719,419990.29
2.4811383763462485,-0.2752282477015977,391811.6
2.6150149599277843,-0.35332776404924454,394918.83
2.614976866669139,-0.1370845650802885,412449.67
2.6958965508836923,-0.23984178733388387,408838.73
2.4636854723582857,2.621578674722583,408229.73
2.7081036117645305,0.10202315177430152,407589.16
2.6394706893505355,0.38613660309990305,414392.09
2.6856584456649655,0.16922022037089338,389813.02
2.9249057530705627,0.5553830802536197,443557.65
2.889203534732989,0.6858479403812963,410804.39
2.9440443072565685,0.5339601420424249,424513.08
2.8606116285129395,0.4827774799322539,405432.7
2.7972952366402515,0.014492619212406747,2135143.87
3.2826118995746385,3.558392998641052,2188307.39
2.944457588843099,0.29796383508756935,2049860.26
2.8054638999996286,0.11571506851965847,1925728.84
2.684670580261384,0.04101596270999628,1971057.44
2.5294341336539787,-0.18837117157119884,1894324.09
2.4037154713465596,-0.3984300871449429,1897429.36
2.5940846191442883,0.18766670989818948,1762539.3
2.203169956644839,-0.08654219206116127,1979247.12
2.088848561832184,-0.2908697130852185,1818452.72
2.0249065299895905,-0.3710796291339171,1851519.69
2.0511490564144452,-0.4040556467403746,1802677.9
2.1536088076755533,-0.2666611220367553,1817273.28
2.0676471540527386,-0.41416496082973603,2000626.14
2.0071996852473823,-0.6346037452946721,1875597.28
1.9810425765142028,-0.8320946433027661,1903752.6
2.0687814912321865,-0.8515084252019824,1857533.7
2.108041320041683,-0.9764305181066422,1903290.58
2.0585237511649606,-1.2729905121798764,1870619.23
2.0608349306699396,-1.3932202324854654,1929736.35
2.0374929406459583,-1.3742484279080307,1846651.95
1.904114864458422,-1.0391660587859086,1881337.21
1.852860129678745,-1.296664841789546,1812208.22
1.8986662326975343,-1.2282464976831868,1898427.66
1.9006963382130637,-1.2787117434886963,1848426.78
1.8449404748914096,-1.3131417874765163,1796637.61
1.91986653504857,-1.1559637072052085,1907638.58
1.8293470610902052,-1.213095957548245,2007050.75
1.8512301467224201,-1.2426585210559014,1997181.09
1.971400274800326,-1.0768944808506704,1848403.92
1.98524458957564,-1.1688794028458196,1935857.58
2.309607088112701,1.9255435438818382,1865820.81
2.115567388184536,-0.7086085044172789,1899959.61
2.0904743294070296,-0.5497974300629382,1810684.68
1.9696585622162215,-0.6400969105155879,1842821.02
1.871707622192847,-0.7787321706430732,1951494.85
1.8172471892265456,-0.5497803828410146,1867345.09
1.7667216424994756,-0.6266155213103999,1927610.06
1.8690201399261712,-0.3459419590913497,1933333.0
1.9476824918786182,-0.13777262356403852,2013115.79
1.8613070499874182,-0.17009524926257763,1999794.26
1.8516010002610863,0.01444535780423155,2097809.4
2.1410262297665175,2.985889089761728,2789469.45
1.9050605077556224,0.08492048578271992,2102530.17
1.7628255988441777,0.2533350003927374,2302504.86
1.6493915512409465,0.10292563012493232,2740057.14
1.6575881128324907,0.24118625211748296,3526713.39
1.8750857052628667,3.4206640862869877,1794868.74
1.2749636910903372,0.4710643562126308,1862476.27
1.3275334742800622,0.7782836916588813,1865502.46
1.1622973077011154,0.5342183067106355,1886393.94
1.0826659041094129,0.46040205144780333,1814240.85
1.1529682894045237,0.7005229205900001,2119086.04
1.3503047933003343,3.7352942944451946,2187847.29
0.8066334566792335,0.20988592420733013,2316495.56
0.7156375442340392,0.19217542621582268,2078094.69
0.4179263862602203,0.3134093502028746,2103455.75
0.11226267631277555,0.16918798684108666,2039818.41
0.020159406787272502,0.14604009150338804,2116475.38
-0.08775270379919814,-0.1232501384637983,1944164.32
-0.3714255118160733,0.021296096514540022,1900246.47
-0.5888432611807851,-0.17877236758625026,2074953.46
-0.7695154155781398,-0.15209989691057912,1960587.76
-0.9439775662579305,-0.39159153873963565,2220600.76
-0.8972852362583063,-0.21209681902099395,1878167.44
-1.0127652228477895,-0.17095531996028995,2063682.76
-1.1300950781142252,-0.4440162661101755,2002362.37
-1.1357600848863956,-0.43842280517587634,2015563.48
-1.0279246435362752,-0.5686435352746684,1986597.95
-0.9683257638728805,-0.7528478577287115,2065377.15
-0.930986695881468,-0.8257347280393564,2073951.38
-0.9499066226026696,-0.9592538935029908,2141210.62
-0.871666630079074,-0.8970382089923937,2008344.92
-0.9476504331901745,-0.9752682809015589,2051533.53
-0.9091805326796277,-0.9776492315065081,2066541.86
-1.0226389263781865,-0.9183835823809001,2049046.95
-1.106821646014082,-0.895781308462046,2036231.39
-1.1744444402293783,-0.9502175301438665,1989674.07
-1.2064963716619186,-1.0147924275097073,2160057.39
-1.1111677222051286,-0.8973401785748999,2105668.74
-1.0318731771986571,-0.8906469993644046,2232892.1
-0.9922107522151852,-0.8389694194721888,1988490.21
-0.9726819954013725,-0.7010784024556724,2078420.31
-0.6802442151119129,2.451525774635297,2093139.01
-0.9346780059383631,-0.4913899021008827,2075577.33
-0.8371968495809429,-0.35254206455682197,2031406.41
-0.7680362401306391,-0.4639831661602002,1929486.63
-0.8160292587061001,-0.17189429885810084,2166737.65
-0.7917104569200843,-0.08801933566563082,2074548.85
-0.9121394077254327,-0.12122680094961431,2207742.13
-0.7918365854492057,0.2431818440512005,2151659.59
-0.6705413983114326,0.45018950493692056,2281217.31
-0.5903219610391458,0.5536278373885732,2203028.96
-0.6478740794779487,0.42787142308318615,2243946.59
-0.25484917600875767,3.4878740130650487,3004702.33
-0.34287298170507957,0.8706086498387897,2180999.26
-0.2220592502852575,1.1407528292737603,2508955.24
-0.29331584628119417,0.9602998385145959,2771397.17
-0.2523853628423829,0.9846186670738585,3676388.98
-0.04110505110384466,3.9253858259359706,2007105.86
-0.6285504014369636,0.9486718135804115,2047766.07
-0.7382808623636025,1.1260580819175694,1941676.61
-0.8638199122318799,0.8355906238775911,2005097.76
-0.8736904400231997,0.9081716770673116,1928720.51
-0.9890187394743672,0.8584387301189753,2173373.91
-0.6869400648116538,4.172401519538766,2374660.64
-1.1046489245425093,1.1698389881209534,2427640.17
-1.2917121484644325,0.9089511418181545,2226662.17
-1.544192309929024,0.5754944904119194,2206319.9
-1.6801502716180814,0.4629200449631131,2202450.81
-1.8408898396516862,0.2365200083009981,2214967.44
-1.9216701539927796,0.27490644481649845,2091592.54
-2.203188870471833,-0.23408973105130976,2089381.77
-2.3373102385784867,-0.008032782978039428,2470206.13
-2.3947908203931916,-0.03885311232108892,2105301.39
-2.3740125002370918,-0.03579782750694925,2144336.89
-2.4094282679076873,-0.34046798419336244,2064065.66
-2.377481062142697,-0.48482669583417654,2196968.33
-2.1333232239726523,-0.009416237705941143,2127661.17
-2.0432670780031343,-0.04856721889243479,2207214.81
-2.049894316805384,-0.4061868944465471,2154137.67
-1.9376737666099142,-0.4149872048925183,2179360.94
-1.859289126352064,-0.4516160091627914,2245257.18
-1.7973975749152291,-0.5698296562118745,2234190.93
-1.738320187172573,-0.6026374939059084,2197299.65
-1.6661212766460847,-0.7107345968063907,2128362.92
-1.6034906974444614,-0.550034043521731,2224499.28
-1.5947268317822938,-0.41611425864209844,2100252.61
-1.682060425757366,-0.4990512566693391,2175563.69
-1.8360392450763818,-0.5642987030287715,2048613.65
-1.9024733701219274,-0.6686780351900589,2174514.13
-2.0344139367645497,-0.6347842937021374,2193367.69
-2.121900833853343,-0.5572207208367719,2283540.3
-2.138579414977591,-0.33230404550956233,2125241.68
-2.210156343469026,-0.35271325086836386,2081181.35
-2.11026900313047,2.4097350140406277,2125104.72
-2.208840441751047,-0.023223316165622253,2117854.6
-2.2489487540941924,-0.0487403827514752,2119438.53
-2.222913562910658,-0.15595161756054232,2027620.23
-2.1367629056552913,0.19398075271995532,2209835.43
